table_name,column_name,data_type,is_nullable,column_default,referenced_table,referenced_column,constraint_name
ent_risks,process_score,numeric,YES,null,null,null,null
ent_risks,tools_score,numeric,YES,null,null,null,null
ent_risks,operational_health_score,numeric,YES,null,null,null,null
ent_risks,identified_date,date,YES,null,null,null,null
ent_risks,last_review_date,date,YES,null,null,null,null
ent_risks,next_review_date,date,YES,null,null,null,null
ent_risks,risk_status,character varying,YES,null,null,null,null
ent_risks,closure_date,date,YES,null,null,null,null
ent_risks,risk_owner,character varying,YES,null,null,null,null
ent_risks,risk_reviewer,character varying,YES,null,null,null,null
ent_risks,affecting_policy_tools_or_performance,character varying,YES,null,null,null,null
ent_risks,policy_tools_associated,text,YES,null,null,null,null
ent_risks,performance_target_associated,text,YES,null,null,null,null
ent_risks,mitigation_strategy,text,YES,null,null,null,null
ent_risks,risk_description,text,YES,null,null,null,null
ent_risks,kpi,text,YES,null,null,null,null
ent_risks,threshold_red,text,YES,null,null,null,null
ent_risks,threshold_amber,text,YES,null,null,null,null
ent_risks,threshold_green,text,YES,null,null,null,null
ent_risks,external_factors,text,YES,null,null,null,null
ent_risks,dependencies,text,YES,null,null,null,null
ent_vendors,id,character varying,NO,null,null,null,null
ent_vendors,year,integer,NO,null,null,null,null
ent_vendors,quarter,integer,YES,null,null,null,null
ent_vendors,name,character varying,YES,null,null,null,null
ent_vendors,level,character varying,NO,null,null,null,null
ent_vendors,parent_id,character varying,YES,null,ent_vendors,id,ent_vendors_parent_id_parent_year_fkey
ent_vendors,parent_id,character varying,YES,null,ent_vendors,year,ent_vendors_parent_id_parent_year_fkey
ent_vendors,parent_year,integer,YES,null,ent_vendors,id,ent_vendors_parent_id_parent_year_fkey
ent_vendors,parent_year,integer,YES,null,ent_vendors,year,ent_vendors_parent_id_parent_year_fkey
ent_vendors,service_domain,character varying,YES,null,null,null,null
ent_vendors,service_detail,text,YES,null,null,null,null
ent_vendors,contract_value,numeric,YES,null,null,null,null
ent_vendors,performance_rating,integer,YES,null,null,null,null
ent_vendors,service_level_agreements,text,YES,null,null,null,null
sec_admin_records,id,character varying,NO,null,null,null,null
sec_admin_records,year,integer,NO,null,null,null,null
sec_admin_records,quarter,integer,YES,null,null,null,null
sec_admin_records,record_type,character varying,YES,null,null,null,null
sec_admin_records,category,character varying,YES,null,null,null,null
sec_admin_records,dataset_name,character varying,YES,null,null,null,null
sec_admin_records,data_owner,character varying,YES,null,null,null,null
sec_admin_records,update_frequency,character varying,YES,null,null,null,null
sec_admin_records,content,text,YES,null,null,null,null
sec_admin_records,publication_date,date,YES,null,null,null,null
sec_admin_records,author_issuing_authority,character varying,YES,null,null,null,null
sec_admin_records,version,character varying,YES,null,null,null,null
sec_admin_records,status,character varying,YES,null,null,null,null
sec_admin_records,access_level,character varying,YES,null,null,null,null
sec_admin_records,level,character varying,NO,null,null,null,null
sec_admin_records,parent_id,character varying,YES,null,sec_admin_records,year,sec_admin_records_parent_id_parent_year_fkey
sec_admin_records,parent_id,character varying,YES,null,sec_admin_records,id,sec_admin_records_parent_id_parent_year_fkey
sec_admin_records,parent_year,integer,YES,null,sec_admin_records,year,sec_admin_records_parent_id_parent_year_fkey
sec_admin_records,parent_year,integer,YES,null,sec_admin_records,id,sec_admin_records_parent_id_parent_year_fkey
sec_businesses,id,character varying,NO,null,null,null,null
sec_businesses,year,integer,NO,null,null,null,null
sec_businesses,name,character varying,YES,null,null,null,null
sec_businesses,quarter,integer,YES,null,null,null,null
sec_businesses,registered_services,character varying,YES,null,null,null,null
sec_businesses,operating_sector,character varying,YES,null,null,null,null
sec_businesses,investment_portfolio,text,YES,null,null,null,null
sec_businesses,compliance_status,character varying,YES,null,null,null,null
sec_businesses,investment_goals,text,YES,null,null,null,null
sec_businesses,associated_projects,text,YES,null,null,null,null
sec_businesses,level,character varying,NO,null,null,null,null
sec_businesses,parent_id,character varying,YES,null,sec_businesses,id,sec_businesses_parent_id_parent_year_fkey
sec_businesses,parent_id,character varying,YES,null,sec_businesses,year,sec_businesses_parent_id_parent_year_fkey
sec_businesses,parent_year,integer,YES,null,sec_businesses,year,sec_businesses_parent_id_parent_year_fkey
sec_businesses,parent_year,integer,YES,null,sec_businesses,id,sec_businesses_parent_id_parent_year_fkey
sec_citizens,id,character varying,NO,null,null,null,null
sec_citizens,year,integer,NO,null,null,null,null
sec_citizens,quarter,integer,YES,null,null,null,null
sec_citizens,type,character varying,YES,null,null,null,null
sec_citizens,region,character varying,YES,null,null,null,null
sec_citizens,district,character varying,YES,null,null,null,null
sec_citizens,demographic_segment,character varying,YES,null,null,null,null
sec_citizens,service_uptake,integer,YES,null,null,null,null
sec_citizens,satisfaction_level,numeric,YES,null,null,null,null
sec_citizens,demographic_details,character varying,NO,null,null,null,null
sec_citizens,service_history,character varying,YES,null,null,null,null
sec_citizens,benefit_entitlements,character varying,YES,null,null,null,null
sec_citizens,complaints,integer,YES,null,null,null,null
sec_citizens,level,character varying,NO,null,null,null,null
sec_citizens,parent_id,character varying,YES,null,sec_citizens,year,sec_citizens_parent_id_parent_year_fkey
sec_citizens,parent_id,character varying,YES,null,sec_citizens,id,sec_citizens_parent_id_parent_year_fkey
sec_citizens,parent_year,integer,YES,null,sec_citizens,year,sec_citizens_parent_id_parent_year_fkey
sec_citizens,parent_year,integer,YES,null,sec_citizens,id,sec_citizens_parent_id_parent_year_fkey
sec_data_transactions,id,character varying,NO,null,null,null,null
sec_data_transactions,year,integer,NO,null,null,null,null
sec_data_transactions,quarter,integer,YES,null,null,null,null
sec_data_transactions,domain,character varying,YES,null,null,null,null
sec_data_transactions,department,character varying,YES,null,null,null,null
sec_data_transactions,transaction_type,character varying,YES,null,null,null,null
sec_data_transactions,volume,integer,YES,null,null,null,null
sec_data_transactions,efficiency_rating,numeric,YES,null,null,null,null
sec_data_transactions,volume_quantity,integer,YES,null,null,null,null
sec_data_transactions,productivity_metrics,character varying,YES,null,null,null,null
sec_data_transactions,it_systems,character varying,YES,null,null,null,null
sec_data_transactions,level,character varying,NO,null,null,null,null
sec_data_transactions,parent_id,character varying,YES,null,sec_data_transactions,year,sec_data_transactions_parent_id_parent_year_fkey
sec_data_transactions,parent_id,character varying,YES,null,sec_data_transactions,id,sec_data_transactions_parent_id_parent_year_fkey
sec_data_transactions,parent_year,integer,YES,null,sec_data_transactions,year,sec_data_transactions_parent_id_parent_year_fkey
sec_data_transactions,parent_year,integer,YES,null,sec_data_transactions,id,sec_data_transactions_parent_id_parent_year_fkey
sec_gov_entities,id,character varying,NO,null,null,null,null
sec_gov_entities,year,integer,NO,null,null,null,null
sec_gov_entities,name,character varying,YES,null,null,null,null
sec_gov_entities,quarter,integer,YES,null,null,null,null
sec_gov_entities,type,character varying,YES,null,null,null,null
sec_gov_entities,domain,character varying,YES,null,null,null,null
sec_gov_entities,specific_topic,character varying,YES,null,null,null,null
sec_gov_entities,engagement_level,integer,YES,null,null,null,null
sec_gov_entities,role_in_partnership,character varying,YES,null,null,null,null
sec_gov_entities,collaboration_agreements,character varying,YES,null,null,null,null
sec_gov_entities,points_of_contact,character varying,YES,null,null,null,null
sec_gov_entities,partnership_status,character varying,YES,null,null,null,null
sec_gov_entities,linked_policies,character varying,NO,null,null,null,null
sec_gov_entities,level,character varying,NO,null,null,null,null
sec_gov_entities,parent_id,character varying,YES,null,sec_gov_entities,id,sec_gov_entities_parent_id_parent_year_fkey
sec_gov_entities,parent_id,character varying,YES,null,sec_gov_entities,year,sec_gov_entities_parent_id_parent_year_fkey
sec_gov_entities,parent_year,integer,YES,null,sec_gov_entities,year,sec_gov_entities_parent_id_parent_year_fkey
sec_gov_entities,parent_year,integer,YES,null,sec_gov_entities,id,sec_gov_entities_parent_id_parent_year_fkey
sec_objectives,id,character varying,NO,null,sec_performance,year,fk_objectives_performance
sec_objectives,id,character varying,NO,null,sec_performance,id,fk_objectives_performance
sec_objectives,year,integer,NO,null,sec_performance,id,fk_objectives_performance
sec_objectives,year,integer,NO,null,sec_performance,year,fk_objectives_performance
sec_objectives,name,character varying,YES,null,null,null,null
sec_objectives,level,character varying,NO,null,null,null,null
sec_objectives,parent_id,character varying,YES,null,sec_objectives,id,sec_objectives_parent_id_parent_year_fkey
sec_objectives,parent_id,character varying,YES,null,sec_objectives,year,sec_objectives_parent_id_parent_year_fkey
sec_objectives,parent_year,integer,YES,null,sec_objectives,year,sec_objectives_parent_id_parent_year_fkey
sec_objectives,parent_year,integer,YES,null,sec_objectives,id,sec_objectives_parent_id_parent_year_fkey
sec_objectives,baseline,numeric,YES,null,null,null,null
sec_objectives,target,numeric,YES,null,null,null,null
sec_objectives,actual,numeric,YES,null,null,null,null
sec_objectives,indicator_type,character varying,YES,null,null,null,null
sec_objectives,frequency,character varying,YES,null,null,null,null
sec_objectives,status,character varying,YES,null,null,null,null
sec_objectives,rationale,text,YES,null,null,null,null
sec_objectives,expected_outcomes,text,YES,null,null,null,null
sec_objectives,timeframe,date,NO,null,null,null,null
sec_objectives,priority_level,integer,NO,null,null,null,null
sec_objectives,budget_allocated,numeric,NO,null,null,null,null
sec_performance,id,character varying,NO,null,null,null,null
sec_performance,year,integer,NO,null,null,null,null
sec_performance,quarter,integer,YES,null,null,null,null
sec_performance,name,character varying,YES,null,null,null,null
sec_performance,level,character varying,NO,null,null,null,null
sec_performance,parent_id,character varying,YES,null,sec_performance,year,sec_performance_parent_id_parent_year_fkey
sec_performance,parent_id,character varying,YES,null,sec_performance,id,sec_performance_parent_id_parent_year_fkey
sec_performance,parent_year,integer,YES,null,sec_performance,id,sec_performance_parent_id_parent_year_fkey
sec_performance,parent_year,integer,YES,null,sec_performance,year,sec_performance_parent_id_parent_year_fkey
sec_performance,kpi_type,character varying,YES,null,null,null,null
sec_performance,unit,character varying,YES,null,null,null,null
sec_performance,frequency,character varying,YES,null,null,null,null
sec_performance,target,numeric,YES,null,null,null,null
sec_performance,actual,numeric,YES,null,null,null,null
sec_performance,status,character varying,YES,null,null,null,null
sec_performance,description,text,YES,null,null,null,null
sec_performance,calculation_formula,text,NO,null,null,null,null
sec_performance,measurement_frequency,character varying,YES,null,null,null,null
sec_performance,thresholds,character varying,YES,null,null,null,null
sec_performance,data_source,character varying,YES,null,null,null,null
sec_policy_tools,id,character varying,NO,null,null,null,null
sec_policy_tools,year,integer,NO,null,null,null,null
sec_policy_tools,name,character varying,YES,null,null,null,null
sec_policy_tools,quarter,integer,YES,null,null,null,null
sec_policy_tools,level,character varying,NO,null,null,null,null
sec_policy_tools,parent_id,character varying,YES,null,sec_policy_tools,id,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,parent_id,character varying,YES,null,sec_policy_tools,year,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,parent_year,integer,YES,null,sec_policy_tools,year,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,parent_year,integer,YES,null,sec_policy_tools,id,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,tool_type,character varying,YES,null,null,null,null
sec_policy_tools,impact_target,character varying,YES,null,null,null,null
sec_policy_tools,delivery_channel,character varying,YES,null,null,null,null
sec_policy_tools,status,character varying,YES,null,null,null,null
sec_policy_tools,cost_of_implementation,numeric,NO,null,null,null,null
